City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,pauri,30.15,78.7833,19.85,95,18,0.9,IN,1692213928
367,daimiel,39.07,-3.615,33.32,18,0,4.12,ES,1692213928
368,champerico,14.3,-91.9167,35.3,67,74,3.78,GT,1692213928
369,zemio,5.0314,25.1361,23.48,83,100,1.04,CF,1692213929
370,bocas del toro,9.3333,-82.25,30.06,78,100,1.79,PA,1692213929
371,msowero,-6.5333,37.2,22.24,70,6,1.06,TZ,1692213930
372,mountain home,43.133,-115.6912,36.75,22,20,3.09,US,1692213930
373,tsuruga,35.6455,136.0558,27.02,91,16,2.09,JP,1692213931
374,arraial do cabo,-22.9661,-42.0278,22.92,73,75,7.72,BR,1692213549
375,ebon,4.582,168.6964,28.19,72,100,2.98,MH,1692213932
376,chilaw,7.5758,79.7953,26.01,80,65,7.11,LK,1692213933
377,madalena,41.2162,-8.3345,23.2,74,65,2.25,PT,1692213933
378,hoemul-li,41.4339,129.67,21.34,92,16,1.74,KP,1692213933
379,tweed heads,-28.1817,153.547,15.02,90,9,2.57,AU,1692213763
380,kimbe,-5.5502,150.1429,23.78,94,100,2.24,PG,1692213934
381,hamilton,39.1834,-84.5333,27.5,60,40,2.57,US,1692213465
382,nahiyat ash shinafiyah,31.5874,44.6602,41.02,7,0,4.05,IQ,1692213679
383,taltal,-25.4,-70.4833,17.54,70,13,2.68,CL,1692213935
384,pangody,65.85,74.4859,8.07,86,25,3.49,RU,1692213591
385,new kingman-butler,35.265,-114.0323,36.57,19,0,1.54,US,1692213935
386,irituia,-1.7711,-47.4381,31.86,49,81,1.9,BR,1692213936
387,toropets,56.4978,31.6353,21.03,87,7,2.3,RU,1692213936
388,timmins,48.4669,-81.3331,24.9,53,75,2.06,CA,1692213717
389,kokstad,-30.5472,29.4241,14.1,48,100,1.61,ZA,1692213937
390,whakatane,-37.9585,176.9854,8.62,88,57,1.79,NZ,1692213937
391,baruun-urt,46.6806,113.2792,19.8,62,100,0.65,MN,1692213937
392,rikaze,29.25,88.8833,15.85,55,62,1.9,CN,1692213938
393,nantucket,41.2835,-70.0995,23.03,88,100,3.6,US,1692213938
394,ambon,-3.6954,128.1814,25.11,79,99,4.28,ID,1692213574
395,nykobing mors,56.7933,8.8528,15.1,79,50,6.06,DK,1692213939
396,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1692213643
397,lodja,-3.4833,23.4333,23.66,75,59,0.41,CD,1692213939
398,teknaf,20.8624,92.3058,26.08,92,100,2.1,BD,1692213940
399,bukama,-9.2,25.85,27.96,24,2,0.67,CD,1692213674
400,banikoara,11.2985,2.4386,24.28,91,97,1.57,BJ,1692213940
401,burutu,5.3509,5.5076,26.06,85,100,3.01,NG,1692213946
402,tibanbang,6.6315,126.1055,25.89,85,100,3.73,PH,1692213946
403,whitecourt,54.1502,-115.6855,21.58,46,40,1.03,CA,1692213946
404,grand forks,47.9417,-97.4337,22.1,59,75,8.75,US,1692213937
405,cooma,-36.2333,149.1333,-1.87,92,2,0.71,AU,1692213947
406,formosa,-26.1775,-58.1781,34.99,36,20,7.72,AR,1692213676
407,ulladulla,-35.35,150.4667,8.01,71,0,3.36,AU,1692213947
408,ifrane,33.3333,-5.25,24.06,28,56,2.2,MA,1692213948
409,le vauclin,14.5452,-60.8388,32.03,66,75,5.14,MQ,1692213948
410,yarmouth,41.7057,-70.2286,23.03,85,100,3.6,US,1692213948
411,inverurie,57.2845,-2.3774,14.23,90,40,3.09,GB,1692213949
412,uliastay,47.7417,96.8444,8.0,47,9,2.34,MN,1692213569
413,nuuk,64.1835,-51.7216,8.34,81,40,3.6,GL,1692213616
414,midelt,32.6852,-4.7451,25.42,30,100,4.99,MA,1692213949
415,murzuq,25.9155,13.9184,34.22,15,1,2.9,LY,1692213950
416,puerto armuelles,8.2833,-82.8667,30.09,83,96,2.24,PA,1692213950
417,akureyri,65.6835,-18.0878,13.96,72,75,4.63,IS,1692213594
418,la sarre,48.8002,-79.1996,22.52,48,100,5.29,CA,1692213926
419,fort bragg,35.139,-79.006,33.69,48,0,2.06,US,1692213564
420,chos malal,-37.3781,-70.2709,8.68,83,100,2.77,AR,1692213951
421,wukari,7.85,9.7833,26.06,77,62,1.4,NG,1692213951
422,puerto ayacucho,5.6639,-67.6236,30.0,70,91,1.91,VE,1692213951
423,mossel bay,-34.1831,22.146,12.96,71,4,4.62,ZA,1692213952
424,farsan,32.2569,50.561,16.02,11,0,1.29,IR,1692213952
425,quellon,-43.1167,-73.6167,11.14,87,100,7.2,CL,1692213586
426,at taj,24.2049,23.2857,30.12,20,0,4.6,LY,1692213952
427,vila franca do campo,37.7167,-25.4333,24.23,72,80,3.79,PT,1692213953
428,north bend,43.4065,-124.2243,28.29,77,0,6.69,US,1692213720
429,rehoboth,-23.3167,17.0833,17.97,35,59,5.31,NA,1692213953
430,lido adriano,44.4123,12.3086,28.14,76,2,0.89,IT,1692213954
431,bel ombre,-4.6167,55.4167,26.91,74,20,3.6,SC,1692213552
432,leopold,-38.1833,144.4667,8.45,75,100,4.63,AU,1692213954
433,oranjemund,-28.55,16.4333,12.53,81,29,2.02,NA,1692213518
434,thurso,58.5927,-3.5259,13.25,84,74,4.47,GB,1692213748
435,liepaja,56.5419,21.0367,18.99,88,0,1.54,LV,1692213955
436,jawhar,2.7809,45.5005,24.36,82,100,8.31,SO,1692213955
437,luorong,24.4058,109.6086,25.91,93,3,0.75,CN,1692213955
438,anori,-3.7728,-61.6442,38.55,24,10,1.33,BR,1692213956
439,krasnomayskiy,57.6194,34.4099,19.16,76,2,1.84,RU,1692213956
440,ogoja,6.6547,8.7976,25.84,86,91,2.18,NG,1692213956
441,bratske,47.865,31.5731,24.04,41,8,4.14,UA,1692213957
442,chibougamau,49.9168,-74.3659,22.79,49,40,5.66,CA,1692213957
443,namibe,-15.1961,12.1522,16.52,89,64,3.61,AO,1692213486
444,toliara,-23.35,43.6667,20.0,65,0,6.85,MG,1692213958
445,takoradi,4.8845,-1.7554,24.71,89,88,4.57,GH,1692213958
446,kapenguria,1.2511,35.0895,14.75,66,33,2.68,KE,1692213958
447,tazacorte,28.629,-17.9293,24.54,73,20,7.2,ES,1692213595
448,bonny,4.4522,7.1681,25.64,89,94,5.24,NG,1692213959
449,goranboy,40.6103,46.7897,29.16,23,0,5.15,AZ,1692213959
450,crucecita,-28.95,-58.9833,34.11,28,100,6.29,AR,1692213959
451,silsbee,30.3491,-94.178,36.68,34,0,0.89,US,1692213959
452,queenstown,-31.8976,26.8753,16.52,28,100,1.82,ZA,1692213478
453,roxas,11.5853,122.7511,23.97,87,100,2.73,PH,1692213960
454,newport,51.5877,-2.9984,22.05,73,56,3.3,GB,1692213713
455,riberalta,-10.9833,-66.1,34.11,40,20,3.09,BO,1692213961
456,t'q'ibuli,42.3512,42.9987,22.51,78,16,1.77,GE,1692213961
457,ceeldheer,3.8488,47.1806,25.04,86,59,8.34,SO,1692213961
458,khanty-mansiysk,61.0042,69.0019,14.06,72,0,0.0,RU,1692213962
459,sao joao da barra,-21.6403,-41.0511,24.05,72,100,5.86,BR,1692213904
460,gadzhiyevo,69.2551,33.3362,13.81,96,100,3.66,RU,1692213543
461,severo-yeniseyskiy,60.3725,93.0408,8.03,96,97,1.55,RU,1692213522
462,armacao de buzios,-22.7469,-41.8817,23.03,80,100,8.32,BR,1692213856
463,port blair,11.6667,92.75,28.02,83,75,3.09,IN,1692213964
464,tolanaro,-25.0319,46.9987,19.55,60,91,3.94,MG,1692213567
465,moree,-29.4667,149.85,13.07,38,98,3.14,AU,1692213965
466,harper,4.375,-7.7169,24.91,83,12,3.99,LR,1692213965
467,vung tau,10.346,107.0843,26.95,85,100,5.36,VN,1692213970
468,gornopravdinsk,60.05,69.9,12.63,80,18,1.97,RU,1692213971
469,saint-joseph,-21.3667,55.6167,21.21,79,9,2.19,RE,1692213571
470,watampone,-4.5386,120.3279,22.89,89,30,2.39,ID,1692213972
471,brandon,27.9378,-82.2859,35.92,56,0,2.57,US,1692213844
472,altai,46.3722,96.2583,9.31,35,0,2.27,MN,1692213972
473,sabha,27.0377,14.4283,35.31,14,5,3.05,LY,1692213973
474,magole,-6.3667,37.3667,22.37,71,6,1.47,TZ,1692213973
475,puyo,-1.4667,-77.9833,27.58,69,75,3.09,EC,1692213974
476,cooper's town,26.8667,-77.5167,29.64,74,99,6.05,BS,1692213974
477,nadym,65.5333,72.5167,7.93,81,100,3.61,RU,1692213566
478,umba,66.6871,34.3429,14.24,94,100,3.95,RU,1692213974
479,sinabang,2.4803,96.3801,26.18,81,96,0.7,ID,1692213568
480,guararapes,-21.2608,-50.6428,31.16,28,100,4.96,BR,1692213975
481,muisne,0.6,-80.0333,27.27,76,25,5.65,EC,1692213975
482,fortuna,40.5982,-124.1573,22.59,78,0,5.66,US,1692213976
483,el abiodh sidi cheikh,32.893,0.5484,32.07,19,97,6.63,DZ,1692213976
484,mili,6.0815,171.735,27.96,77,48,2.76,MH,1692213682
485,kourou,5.1552,-52.6478,28.03,69,66,4.5,GF,1692213583
486,hanak,41.2336,42.8472,17.14,69,3,1.48,TR,1692213977
487,strelka,58.0728,93.0344,10.34,96,89,1.81,RU,1692213977
488,el bauga,18.262,33.9081,38.07,17,52,2.59,SD,1692213978
489,obubra,6.0752,8.329,24.66,91,100,2.37,NG,1692213978
490,luderitz,-26.6481,15.1594,13.07,78,4,3.29,NA,1692213513
491,kerikeri,-35.2268,173.9474,7.58,92,5,2.39,NZ,1692213491
492,ouarzazat,30.9189,-6.8934,35.16,9,40,6.17,MA,1692213979
493,borborema,-21.6197,-49.0736,30.58,32,97,4.14,BR,1692213980
494,usinsk,65.9939,57.5281,18.24,88,100,3.58,RU,1692213571
495,taroa,8.7058,171.2275,27.68,80,98,5.41,MH,1692213980
496,belmonte,-15.8631,-38.8828,24.73,66,24,4.35,BR,1692213579
497,koulikoro,14.0,-7.75,27.62,67,100,2.62,ML,1692213981
498,mount pearl,47.5166,-52.7813,18.51,92,100,4.63,CA,1692213556
499,mhamid,29.82,-5.72,38.65,10,2,3.89,MA,1692213982
500,alofi,-19.0595,-169.9187,22.94,88,22,5.14,NU,1692213597
501,sawakin,19.1059,37.3321,34.83,46,10,1.18,SD,1692213983
502,yulinshi,38.2906,109.7494,25.83,39,51,8.63,CN,1692213984
503,constitucion,-35.3333,-72.4167,13.06,92,100,4.49,CL,1692213403
504,tamanrasset,22.785,5.5228,20.95,68,75,5.66,DZ,1692213576
505,santana,-0.0583,-51.1817,33.1,58,40,4.63,BR,1692213984
506,natal,-5.795,-35.2094,28.36,65,40,8.75,BR,1692213488
507,isoka,-10.1606,32.6335,18.44,56,1,1.02,ZM,1692213985
508,bonnyville,54.2668,-110.735,19.62,42,15,5.15,CA,1692213986
509,heunghae,36.1125,129.3522,22.91,93,68,1.22,KR,1692213990
510,tashla,51.7716,52.7427,18.72,91,61,2.33,RU,1692213662
511,san mariano,7.5,126.0,22.85,94,100,1.38,PH,1692213992
512,pimentel,-6.8367,-79.9342,28.16,54,20,6.17,PE,1692213994
513,sao paulo de olivenca,-3.3783,-68.8725,31.52,54,98,0.7,BR,1692213995
514,road town,18.4167,-64.6167,34.05,70,20,4.12,VG,1692213995
515,leava,-14.3,-178.1667,27.64,78,38,6.39,WF,1692213996
516,mwene-ditu,-7.0,23.45,26.4,39,5,1.92,CD,1692213996
517,vrangel',42.7297,133.0839,20.77,97,100,3.2,RU,1692213997
518,troitsko-pechorsk,62.7084,56.1964,21.45,58,84,0.92,RU,1692213997
519,yantzaza,-3.8278,-78.7594,28.67,46,46,1.72,EC,1692213997
520,nogliki,51.8333,143.1667,17.3,89,100,1.42,RU,1692213998
521,hirara,24.8,125.2833,27.15,89,40,4.63,JP,1692213998
522,fort mcmurray,56.7268,-111.381,19.77,55,0,3.09,CA,1692213518
523,zheleznogorsk-ilimskiy,56.5768,104.1217,10.94,95,100,4.63,RU,1692213999
524,bridgewater,44.3835,-64.5155,23.71,88,100,4.63,CA,1692213999
525,nevers,46.9167,3.3333,20.29,82,20,1.69,FR,1692213999
526,hun,29.1268,15.9477,33.55,23,0,7.52,LY,1692214000
527,turinsk,58.0458,63.696,19.24,73,92,1.53,RU,1692214000
528,lianzhou,24.7811,112.3825,25.93,92,0,0.67,CN,1692214000
529,las heras,-46.5419,-68.9359,0.52,71,99,5.44,AR,1692213713
530,rimouski,48.4488,-68.524,21.1,78,46,1.67,CA,1692213997
531,ambalangoda,6.2355,80.0538,26.81,79,22,3.62,LK,1692214001
532,urangan,-25.3,152.9,18.84,85,76,3.33,AU,1692213655
533,veracruz,19.3333,-96.6667,25.93,75,90,1.24,MX,1692213798
534,harar,9.3094,42.1258,20.89,52,99,5.41,ET,1692214002
535,imbituba,-28.24,-48.6703,25.48,66,0,6.97,BR,1692214002
536,chas,23.6333,86.1667,29.45,69,100,1.75,IN,1692214003
537,ivdel',60.6911,60.4206,18.23,92,23,0.46,RU,1692214003
538,lorengau,-2.0226,147.2712,26.83,83,100,5.56,PG,1692213541
539,narvik,68.4384,17.4272,14.66,95,100,2.73,NO,1692214004
540,warragul,-38.1667,145.9333,10.24,84,98,1.41,AU,1692214004
541,bure,10.7,37.0667,14.22,95,100,1.51,ET,1692214004
542,north bay,46.3168,-79.4663,24.97,60,20,4.63,CA,1692213586
543,baharly,38.4362,57.4316,27.78,12,0,2.69,TM,1692214005
544,mehtar lam,34.6714,70.2094,30.46,55,0,0.43,AF,1692214005
545,ust-tsilma,65.441,52.1498,17.87,98,7,1.6,RU,1692213572
546,mthatha,-31.5889,28.7844,14.31,82,100,0.51,ZA,1692214005
547,hassi messaoud,31.6804,6.0729,37.92,17,0,2.06,DZ,1692214006
548,cidade velha,14.9167,-23.6167,27.26,89,75,3.6,CV,1692214006
549,maragogi,-9.0122,-35.2225,25.1,75,98,4.36,BR,1692214006
550,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,66,40,3.09,BR,1692214006
551,vail,32.0479,-110.712,39.12,19,30,2.24,US,1692214007
552,nagqu,31.5,92.0,5.9,91,100,1.75,CN,1692213694
553,laguna,38.421,-121.4238,39.88,31,0,2.57,US,1692213647
554,ozherel'ye,54.7961,38.2672,17.33,69,0,2.63,RU,1692214007
555,mitu,1.1983,-70.1733,31.18,56,41,1.35,CO,1692214008
556,swakopmund,-22.6833,14.5333,13.32,83,96,2.68,NA,1692214008
557,urzhar,47.093,81.6294,14.55,59,0,1.9,KZ,1692214008
558,fort leonard wood,37.7057,-92.1572,27.36,50,0,0.0,US,1692214009
559,hawkinsville,32.2838,-83.4721,31.72,42,67,2.03,US,1692214009
560,inhambane,-23.865,35.3833,18.56,74,5,2.94,MZ,1692213481
561,mar del plata,-38.0023,-57.5575,12.27,87,100,8.75,AR,1692213229
562,castillos,-34.1667,-53.8333,18.72,83,100,3.11,UY,1692213614
563,botshabelo,-29.2702,26.7052,14.65,27,100,4.08,ZA,1692214010
564,tilcara,-23.5776,-65.3509,18.61,10,0,0.77,AR,1692214010
565,kharabali,47.4196,47.2568,25.63,34,0,3.28,RU,1692214011
566,cole harbour,44.6724,-63.4751,22.32,86,100,4.12,CA,1692213701
567,torghay,49.6339,63.4981,23.87,26,89,4.32,KZ,1692214011
568,bindki,26.0333,80.6,30.68,63,82,3.06,IN,1692214011
569,revda,56.801,59.9303,16.55,95,97,1.2,RU,1692213314
